City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Itanhandu,BR,-22.2958,-44.9347,70.9,46,42,4.34,scattered clouds
699,Malanville,BJ,11.8685,3.3899,106.11,18,53,9.98,broken clouds
700,Mairang,IN,25.5667,91.6333,61.72,94,14,2.24,few clouds
701,Kuusamo,FI,65.9667,29.1833,59.04,31,0,14.97,clear sky
702,Zhezkazgan,KZ,47.8043,67.7144,76.21,43,76,12.71,broken clouds
703,Ozinki,RU,51.1786,49.6769,76.64,54,8,6.2,clear sky
704,Den Helder,NL,52.9599,4.7593,69.98,82,2,12.66,clear sky
705,Una,IN,20.8167,71.0333,83.17,77,79,14.56,broken clouds
706,Port Huron,US,42.9709,-82.4249,65.93,53,1,1.01,clear sky
707,Lixourion,GR,38.2019,20.4314,77.0,53,0,11.21,clear sky
708,Itoigawa,JP,37.0333,137.85,56.01,83,2,3.83,clear sky
709,Orlik,RU,52.5178,99.825,33.42,80,96,3.8,overcast clouds
710,Lahij,YE,13.1667,44.5833,92.91,30,51,6.22,broken clouds
711,Tran,BG,42.8353,22.6517,57.79,96,100,6.06,light rain
712,Lianzhou,CN,24.7811,112.3825,74.32,99,97,1.63,light rain
713,Tecoanapa,MX,16.5167,-98.75,89.47,54,71,4.68,broken clouds
714,Bukama,CD,-9.2,25.85,74.61,32,71,1.43,broken clouds
715,Goderich,CA,43.7501,-81.7165,66.04,66,0,11.5,clear sky
716,Korla,CN,41.7597,86.1469,79.92,20,34,6.17,scattered clouds
717,Ribeira Brava,PT,32.65,-17.0667,70.72,78,37,4.41,scattered clouds
718,Maniitsoq,GL,65.4167,-52.9,35.64,87,100,5.7,overcast clouds
719,Opuwo,NA,-18.0607,13.84,77.07,19,33,5.01,scattered clouds
